order_date,sales,profit,category,sub_category,region,segment,quantity,discount
12/27/2015,212.058,-15.147,Furniture,Chairs,Central,Home Office,3,0.3
12/27/2015,371.168,41.7564,Technology,Phones,Central,Home Office,4,0.2
9/10/2017,147.168,16.5564,Technology,Phones,Central,Corporate,4,0.2
7/17/2016,77.88,3.894,Office Supplies,Storage,West,Corporate,2,0
9/19/2017,95.616,9.5616,Office Supplies,Storage,South,Corporate,2,0.2
3/11/2016,45.98,19.7714,Technology,Accessories,Central,Corporate,2,0
3/11/2016,17.46,8.2062,Office Supplies,Binders,Central,Corporate,2,0
10/20/2014,211.96,8.4784,Office Supplies,Storage,Central,Consumer,4,0
6/20/2016,45,4.95,Technology,Accessories,East,Consumer,3,0
6/20/2016,21.8,6.104,Technology,Phones,East,Consumer,2,0
4/18/2015,38.22,17.9634,Office Supplies,Binders,Central,Consumer,6,0
4/18/2015,75.18,35.3346,Office Supplies,Labels,Central,Consumer,6,0
4/18/2015,6.16,2.9568,Furniture,Furnishings,Central,Consumer,2,0
4/18/2015,89.99,17.0981,Furniture,Chairs,Central,Consumer,1,0
12/11/2016,15.26,6.2566,Office Supplies,Fasteners,East,Corporate,7,0
12/11/2016,1029.95,298.6855,Technology,Phones,East,Corporate,5,0
6/17/2016,208.56,52.14,Office Supplies,Storage,East,Consumer,6,0
6/17/2016,32.4,15.552,Office Supplies,Paper,East,Consumer,5,0
6/17/2016,319.41,7.098,Furniture,Chairs,East,Consumer,5,0.1
6/17/2016,14.56,6.9888,Office Supplies,Paper,East,Consumer,2,0
6/17/2016,30,3.3,Technology,Accessories,East,Consumer,2,0
6/17/2016,48.48,16.362,Office Supplies,Binders,East,Consumer,4,0.2
6/17/2016,1.68,0.84,Office Supplies,Art,East,Consumer,1,0
11/24/2015,13.98,6.1512,Technology,Accessories,West,Consumer,2,0
11/24/2015,25.824,9.3612,Office Supplies,Binders,West,Consumer,6,0.2
11/24/2015,146.73,68.9631,Office Supplies,Paper,West,Consumer,3,0
11/24/2015,79.76,22.3328,Furniture,Furnishings,West,Consumer,4,0
4/30/2015,213.115,-15.2225,Furniture,Chairs,Central,Home Office,5,0.3
12/5/2014,1113.024,111.3024,Office Supplies,Art,West,Corporate,8,0.2
12/5/2014,167.968,62.988,Technology,Phones,West,Corporate,4,0.2
6/4/2016,75.88,35.6636,Office Supplies,Paper,South,Consumer,2,0
9/18/2016,4.616,1.731,Office Supplies,Binders,East,Consumer,1,0.2
9/14/2017,19.05,8.763,Office Supplies,Paper,Central,Consumer,3,0
4/26/2015,831.936,-114.3912,Furniture,Chairs,South,Consumer,8,0.2
4/26/2015,97.04,1.213,Furniture,Furnishings,South,Consumer,2,0.2
4/26/2015,72.784,-18.196,Office Supplies,Storage,South,Consumer,1,0.2
12/9/2017,1.248,-1.9344,Office Supplies,Binders,Central,Corporate,3,0.8
12/9/2017,9.708,-5.8248,Furniture,Furnishings,Central,Corporate,3,0.6
12/9/2017,27.24,2.724,Office Supplies,Storage,Central,Corporate,3,0.2
11/26/2014,19.3,-14.475,Furniture,Furnishings,Central,Consumer,5,0.6
6/12/2016,208.16,56.2032,Office Supplies,Appliances,South,Corporate,1,0
6/12/2016,16.74,8.0352,Office Supplies,Binders,South,Corporate,3,0
10/12/2014,14.9,4.172,Office Supplies,Art,West,Consumer,5,0
10/12/2014,21.39,6.2031,Office Supplies,Storage,West,Consumer,1,0
9/3/2015,200.984,62.8075,Office Supplies,Envelopes,South,Corporate,7,0.2
11/13/2017,230.376,-48.9549,Office Supplies,Storage,Central,Home Office,3,0.2
5/28/2017,301.96,33.2156,Furniture,Chairs,South,Consumer,2,0
10/26/2017,19.99,6.7966,Technology,Accessories,Central,Consumer,1,0
10/26/2017,6.16,2.9568,Office Supplies,Labels,Central,Consumer,2,0
4/5/2016,158.368,13.8572,Office Supplies,Storage,Central,Home Office,7,0.2
9/17/2016,20.1,6.633,Office Supplies,Art,West,Corporate,3,0
9/17/2016,73.584,8.2782,Technology,Phones,West,Corporate,2,0.2
9/17/2016,6.48,3.1104,Office Supplies,Paper,West,Corporate,1,0
1/31/2015,12.96,6.2208,Office Supplies,Paper,Central,Consumer,2,0
1/31/2015,53.34,16.5354,Furniture,Furnishings,Central,Consumer,3,0
1/31/2015,32.96,16.1504,Office Supplies,Binders,Central,Consumer,2,0
11/6/2017,5.682,-3.788,Office Supplies,Binders,West,Home Office,1,0.7
11/9/2017,96.53,40.5426,Furniture,Furnishings,East,Home Office,7,0
6/17/2017,51.312,17.9592,Office Supplies,Binders,West,Consumer,3,0.2
9/6/2016,77.88,22.5852,Office Supplies,Appliances,Central,Corporate,6,0
8/29/2016,64.624,22.6184,Office Supplies,Paper,Central,Home Office,7,0.2
8/29/2016,95.976,-10.7973,Technology,Accessories,Central,Home Office,3,0.2
8/29/2016,1.788,-3.0396,Office Supplies,Binders,Central,Home Office,3,0.8
12/1/2016,23.92,11.7208,Office Supplies,Paper,Central,Consumer,4,0
11/13/2015,238.896,-26.8758,Technology,Accessories,West,Consumer,6,0.2
11/13/2015,102.36,-3.8385,Furniture,Furnishings,West,Consumer,3,0.2
11/13/2015,36.882,-25.8174,Office Supplies,Binders,West,Consumer,3,0.7
11/23/2017,74.112,17.6016,Technology,Accessories,South,Consumer,8,0.2
11/23/2017,27.992,2.0994,Technology,Phones,South,Consumer,1,0.2
11/23/2017,3.304,1.0738,Office Supplies,Art,South,Consumer,1,0.2
10/15/2015,339.96,67.992,Technology,Accessories,Central,Home Office,5,0.2
12/25/2017,41.96,10.9096,Furniture,Furnishings,East,Corporate,2,0
11/3/2016,75.96,22.788,Office Supplies,Art,Central,Consumer,2,0
11/3/2016,27.24,13.3476,Office Supplies,Binders,Central,Consumer,6,0
8/25/2014,40.096,14.5348,Office Supplies,Fasteners,East,Consumer,14,0.2
8/25/2014,4.72,1.652,Office Supplies,Envelopes,East,Consumer,2,0.2
8/25/2014,23.976,7.4925,Office Supplies,Paper,East,Consumer,3,0.2
8/25/2014,130.464,44.0316,Office Supplies,Envelopes,East,Consumer,6,0.2
3/2/2015,787.53,165.3813,Furniture,Tables,West,Consumer,3,0
4/5/2015,157.794,-115.7156,Office Supplies,Binders,South,Corporate,1,0.7
6/12/2016,47.04,18.3456,Furniture,Furnishings,East,Consumer,3,0
6/12/2016,30.84,13.878,Office Supplies,Binders,East,Consumer,4,0
6/12/2016,226.56,63.4368,Office Supplies,Storage,East,Consumer,6,0
6/12/2016,115.02,51.759,Office Supplies,Envelopes,East,Consumer,9,0
6/12/2016,68.04,19.7316,Technology,Phones,East,Consumer,7,0
12/26/2014,600.558,-8.5794,Furniture,Chairs,Central,Home Office,3,0.3
9/20/2014,617.7,-407.682,Furniture,Tables,Central,Consumer,6,0.5
11/5/2017,2.388,-1.8308,Office Supplies,Binders,West,Consumer,2,0.7
11/5/2017,243.992,30.499,Office Supplies,Storage,West,Consumer,7,0.2
11/6/2016,81.424,-9.1602,Furniture,Chairs,West,Home Office,2,0.2
11/6/2016,238.56,26.2416,Furniture,Furnishings,West,Home Office,3,0
2/2/2017,59.97,-11.994,Technology,Phones,East,Corporate,5,0.4
2/2/2017,78.304,29.364,Office Supplies,Paper,East,Corporate,2,0.2
2/2/2017,21.456,6.9732,Office Supplies,Fasteners,East,Corporate,9,0.2
10/13/2016,20.04,9.6192,Office Supplies,Paper,West,Consumer,3,0
10/13/2016,35.44,16.6568,Office Supplies,Paper,West,Consumer,1,0
10/13/2016,11.52,3.456,Office Supplies,Art,West,Consumer,4,0
10/13/2016,4.02,1.9698,Office Supplies,Fasteners,West,Consumer,2,0
10/13/2016,76.176,26.6616,Office Supplies,Binders,West,Consumer,3,0.2
10/13/2016,65.88,18.4464,Office Supplies,Supplies,West,Consumer,6,0
10/13/2016,43.12,20.6976,Furniture,Furnishings,West,Consumer,14,0
9/5/2016,82.8,10.35,Furniture,Furnishings,East,Corporate,2,0.2
9/18/2017,8.82,2.3814,Office Supplies,Art,West,Corporate,3,0
9/18/2017,10.86,5.1042,Office Supplies,Envelopes,West,Corporate,3,0
9/18/2017,143.7,68.976,Office Supplies,Paper,West,Corporate,3,0
12/22/2017,839.43,218.2518,Office Supplies,Appliances,Central,Consumer,3,0
9/7/2015,671.93,20.1579,Office Supplies,Storage,West,Consumer,7,0
10/22/2014,93.888,12.9096,Furniture,Furnishings,East,Home Office,4,0.2
12/5/2016,384.45,103.8015,Technology,Phones,Central,Corporate,11,0
12/5/2016,149.97,5.9988,Technology,Phones,Central,Corporate,3,0
12/5/2016,1951.84,585.552,Furniture,Chairs,Central,Corporate,8,0
12/5/2016,171.55,80.6285,Office Supplies,Binders,Central,Corporate,5,0
3/13/2016,157.92,17.766,Office Supplies,Appliances,West,Home Office,5,0.2
3/13/2016,203.184,15.2388,Technology,Phones,West,Home Office,2,0.2
5/31/2015,58.38,26.271,Office Supplies,Paper,West,Corporate,7,0
5/31/2015,105.52,48.5392,Office Supplies,Paper,West,Corporate,4,0
5/31/2015,80.88,21.0288,Office Supplies,Storage,West,Corporate,6,0
5/28/2015,6.63,1.7901,Office Supplies,Art,West,Home Office,3,0
3/1/2014,457.568,51.4764,Furniture,Chairs,West,Consumer,2,0.2
11/20/2016,14.62,6.8714,Office Supplies,Labels,Central,Consumer,2,0
11/20/2016,944.93,236.2325,Technology,Phones,Central,Consumer,7,0
5/11/2016,5.98,2.691,Office Supplies,Paper,West,Consumer,1,0
12/28/2015,54.384,1.3596,Technology,Accessories,East,Consumer,2,0.2
11/16/2016,28.4,13.348,Office Supplies,Envelopes,West,Consumer,5,0
11/7/2016,27.68,9.688,Office Supplies,Binders,West,Consumer,2,0.2
9/8/2014,9.936,2.7324,Office Supplies,Art,Central,Consumer,3,0.2
9/8/2014,8159.952,-1359.992,Technology,Machines,Central,Consumer,8,0.4
9/8/2014,275.928,-58.6347,Office Supplies,Storage,Central,Consumer,3,0.2
9/8/2014,1740.06,-24.858,Furniture,Chairs,Central,Consumer,9,0.3
9/8/2014,32.064,6.8136,Office Supplies,Art,Central,Consumer,6,0.2
9/8/2014,177.98,-453.849,Office Supplies,Appliances,Central,Consumer,5,0.8
9/8/2014,143.976,8.9985,Technology,Phones,Central,Consumer,3,0.2
8/5/2014,20.94,9.8418,Office Supplies,Paper,West,Consumer,3,0
8/5/2014,110.96,53.2608,Office Supplies,Paper,West,Consumer,2,0
8/5/2014,340.144,21.259,Furniture,Chairs,West,Consumer,7,0.2
9/14/2014,52.448,-131.12,Office Supplies,Appliances,Central,Corporate,2,0.8
9/14/2014,20.16,6.552,Office Supplies,Labels,Central,Corporate,4,0.2
4/21/2017,97.264,-243.16,Office Supplies,Appliances,Central,Consumer,4,0.8
11/21/2015,396.802,-11.3372,Furniture,Chairs,East,Consumer,7,0.3
11/21/2015,15.88,-3.7715,Office Supplies,Supplies,East,Consumer,5,0.2
12/15/2015,3.28,1.4104,Office Supplies,Art,East,Home Office,1,0
12/5/2014,24.816,1.8612,Office Supplies,Storage,Central,Corporate,2,0.2
12/5/2014,408.744,76.6395,Technology,Accessories,Central,Corporate,7,0.2
11/19/2014,503.96,131.0296,Technology,Phones,South,Home Office,4,0
11/19/2014,149.95,41.986,Technology,Phones,South,Home Office,5,0
11/19/2014,29,7.25,Technology,Accessories,South,Home Office,2,0
11/28/2016,7.16,3.4368,Office Supplies,Binders,East,Consumer,2,0
8/26/2014,176.8,22.984,Technology,Accessories,West,Home Office,8,0
7/16/2016,37.224,3.7224,Office Supplies,Storage,Central,Corporate,3,0.2
7/16/2016,20.016,6.255,Office Supplies,Paper,Central,Corporate,3,0.2
10/12/2015,899.136,112.392,Furniture,Bookcases,East,Home Office,4,0.2
10/12/2015,71.76,20.0928,Technology,Phones,East,Home Office,6,0
10/12/2015,51.84,24.8832,Office Supplies,Paper,East,Home Office,8,0
10/12/2015,626.352,46.9764,Furniture,Bookcases,East,Home Office,3,0.2
10/12/2015,19.9,6.567,Office Supplies,Art,East,Home Office,5,0
10/31/2015,14.28,6.7116,Office Supplies,Envelopes,West,Corporate,7,0
3/21/2014,7.408,1.2038,Office Supplies,Art,East,Consumer,2,0.2
3/21/2014,6.048,1.5876,Office Supplies,Art,East,Consumer,3,0.2
11/6/2017,46.26,12.0276,Office Supplies,Storage,East,Home Office,3,0
7/6/2017,2.946,-2.2586,Office Supplies,Binders,East,Corporate,2,0.7
7/6/2017,16.056,5.8203,Office Supplies,Paper,East,Corporate,3,0.2
6/24/2017,21.744,6.795,Office Supplies,Paper,East,Consumer,3,0.2
8/3/2014,218.75,-161.875,Furniture,Tables,West,Consumer,2,0.5
8/3/2014,2.6,0.2925,Office Supplies,Appliances,West,Consumer,1,0.2
12/17/2017,66.284,-178.9668,Office Supplies,Appliances,Central,Consumer,2,0.8
6/3/2017,35.168,9.6712,Furniture,Furnishings,South,Corporate,7,0.2
12/9/2017,444.768,44.4768,Technology,Phones,West,Consumer,4,0.2
12/1/2017,83.92,5.8744,Office Supplies,Storage,Central,Consumer,4,0
12/1/2017,131.98,35.6346,Technology,Phones,Central,Consumer,2,0
12/1/2017,15.92,7.4824,Office Supplies,Binders,Central,Consumer,4,0
12/1/2017,52.29,16.2099,Office Supplies,Fasteners,Central,Consumer,9,0
12/1/2017,91.99,3.6796,Office Supplies,Storage,Central,Consumer,1,0
2/9/2015,20.8,6.5,Technology,Accessories,Central,Corporate,2,0.2
1/2/2015,23.68,8.88,Office Supplies,Labels,East,Corporate,2,0.2
1/2/2015,452.45,-244.323,Furniture,Bookcases,East,Corporate,5,0.5
1/2/2015,62.982,-14.6958,Technology,Phones,East,Corporate,3,0.4
1/2/2015,1188,-950.4,Technology,Machines,East,Corporate,9,0.7
1/2/2015,89.584,4.4792,Technology,Accessories,East,Corporate,2,0.2
10/28/2016,93.06,26.0568,Office Supplies,Storage,West,Consumer,6,0
10/28/2016,302.376,22.6782,Technology,Phones,West,Consumer,3,0.2
12/24/2015,5.584,1.8148,Office Supplies,Fasteners,East,Consumer,2,0.2
12/24/2015,22.704,8.2302,Office Supplies,Paper,East,Consumer,6,0.2
12/24/2015,19.776,-13.8432,Office Supplies,Binders,East,Consumer,4,0.7
12/24/2015,72.704,19.0848,Furniture,Furnishings,East,Consumer,4,0.2
12/24/2015,479.988,-383.9904,Technology,Machines,East,Consumer,4,0.7
12/24/2015,27.168,2.7168,Office Supplies,Art,East,Consumer,2,0.2
8/9/2015,2.2,0.968,Office Supplies,Art,Central,Corporate,1,0
8/9/2015,622.45,136.939,Furniture,Tables,Central,Corporate,5,0
8/9/2015,21.98,0.2198,Office Supplies,Storage,Central,Corporate,1,0
2/28/2015,161.568,-28.2744,Furniture,Chairs,South,Consumer,2,0.2
2/28/2015,389.696,43.8408,Furniture,Chairs,South,Consumer,8,0.2
9/13/2014,18.648,-12.432,Office Supplies,Binders,South,Corporate,7,0.7
4/7/2017,233.86,-102.048,Furniture,Tables,South,Home Office,2,0.45
4/7/2017,620.6145,-248.2458,Furniture,Tables,South,Home Office,3,0.45
4/7/2017,5.328,-3.552,Office Supplies,Binders,South,Home Office,2,0.7
4/7/2017,258.072,0,Furniture,Furnishings,South,Home Office,3,0.2
4/7/2017,617.976,-7.7247,Technology,Accessories,South,Home Office,3,0.2
11/12/2017,10.56,4.752,Office Supplies,Paper,West,Corporate,2,0
6/4/2016,25.92,9.396,Office Supplies,Paper,Central,Consumer,5,0.2
6/4/2016,419.68,-356.728,Furniture,Furnishings,Central,Consumer,5,0.6
6/4/2016,11.688,-4.6752,Furniture,Furnishings,Central,Consumer,3,0.6
6/4/2016,31.984,11.1944,Technology,Phones,Central,Consumer,2,0.2
6/4/2016,177.225,-120.513,Furniture,Tables,Central,Consumer,5,0.5
6/4/2016,4.044,-2.8308,Furniture,Furnishings,Central,Consumer,3,0.6
6/4/2016,7.408,1.2038,Office Supplies,Art,Central,Consumer,2,0.2
6/1/2014,2001.86,580.5394,Furniture,Chairs,Central,Home Office,7,0
6/1/2014,166.72,41.68,Office Supplies,Storage,Central,Home Office,2,0
6/1/2014,47.88,23.94,Office Supplies,Paper,Central,Home Office,6,0
6/1/2014,1503.25,496.0725,Office Supplies,Appliances,Central,Home Office,5,0
6/1/2014,25.92,12.4416,Office Supplies,Paper,Central,Home Office,4,0
12/10/2016,321.568,28.1372,Furniture,Chairs,West,Consumer,2,0.2
9/11/2016,7.61,3.5767,Office Supplies,Paper,West,Consumer,1,0
9/11/2016,3347.37,636.0003,Technology,Accessories,West,Consumer,13,0
12/10/2016,80.58,22.5624,Office Supplies,Storage,East,Consumer,6,0
12/10/2016,361.92,162.864,Office Supplies,Envelopes,East,Consumer,4,0
11/28/2015,12.132,-8.4924,Furniture,Furnishings,Central,Corporate,9,0.6
11/28/2015,82.368,-19.5624,Office Supplies,Storage,Central,Corporate,2,0.2
11/28/2015,53.92,4.044,Office Supplies,Storage,Central,Corporate,5,0.2
11/28/2015,647.904,56.6916,Technology,Phones,Central,Corporate,6,0.2
12/1/2017,20.37,6.9258,Technology,Accessories,East,Consumer,3,0
12/1/2017,221.55,6.6465,Office Supplies,Storage,East,Consumer,3,0
12/1/2017,17.52,6.132,Office Supplies,Binders,East,Consumer,5,0.2
6/8/2017,1.624,-4.466,Office Supplies,Appliances,Central,Corporate,2,0.8
9/19/2014,3059.982,-509.997,Technology,Machines,Central,Corporate,3,0.4
9/19/2014,2519.958,-251.9958,Technology,Machines,Central,Corporate,7,0.4
6/6/2016,328.224,28.7196,Technology,Phones,Central,Consumer,4,0.2
11/10/2015,79.9,35.156,Technology,Accessories,West,Consumer,2,0
6/16/2017,14.016,4.7304,Office Supplies,Art,South,Corporate,3,0.2
1/22/2016,7.56,0.3024,Office Supplies,Fasteners,East,Consumer,6,0
12/9/2017,37.208,-7.4416,Office Supplies,Storage,East,Corporate,1,0.2
12/9/2017,57.576,21.591,Office Supplies,Envelopes,East,Corporate,3,0.2
12/28/2017,725.84,210.4936,Office Supplies,Storage,West,Corporate,4,0
7/30/2015,209.93,92.3692,Technology,Accessories,West,Consumer,7,0
7/30/2015,5.28,2.3232,Furniture,Furnishings,West,Consumer,3,0
7/30/2015,10.92,4.095,Office Supplies,Binders,West,Consumer,3,0.2
9/16/2017,8.82,4.0572,Office Supplies,Paper,West,Corporate,2,0
9/16/2017,5.98,1.5548,Office Supplies,Art,West,Corporate,1,0
10/13/2017,11.648,4.0768,Office Supplies,Paper,East,Corporate,2,0.2
10/13/2017,18.176,5.9072,Office Supplies,Paper,East,Corporate,4,0.2
10/13/2017,59.712,5.9712,Office Supplies,Storage,East,Corporate,6,0.2
10/13/2017,24.84,8.694,Office Supplies,Labels,East,Corporate,3,0.2
9/26/2015,2.08,-3.432,Office Supplies,Binders,Central,Consumer,5,0.8
9/26/2015,1114.4,376.11,Technology,Phones,Central,Consumer,7,0.2
11/2/2015,1038.84,51.942,Furniture,Tables,West,Consumer,5,0.2
9/26/2015,141.76,47.844,Office Supplies,Paper,West,Consumer,5,0.2
9/26/2015,239.8,47.96,Technology,Accessories,West,Consumer,5,0.2
9/26/2015,31.104,10.8864,Office Supplies,Paper,West,Consumer,6,0.2
12/18/2016,254.058,-169.372,Office Supplies,Binders,South,Corporate,7,0.7
12/18/2016,194.528,24.316,Office Supplies,Appliances,South,Corporate,2,0.2
12/18/2016,961.48,-204.3145,Office Supplies,Supplies,South,Corporate,5,0.2
11/20/2016,19.096,6.6836,Office Supplies,Fasteners,East,Home Office,7,0.2
11/20/2016,18.496,6.2424,Office Supplies,Labels,East,Home Office,8,0.2
11/20/2016,255.984,54.3966,Technology,Accessories,East,Home Office,2,0.2
11/20/2016,86.97,-48.7032,Furniture,Bookcases,East,Home Office,3,0.5
12/26/2014,300.416,78.8592,Furniture,Furnishings,West,Corporate,8,0.2
12/26/2014,230.352,20.1558,Furniture,Chairs,West,Corporate,3,0.2
12/26/2014,218.352,-24.5646,Furniture,Furnishings,West,Corporate,3,0.2
12/26/2014,78.6,-62.88,Office Supplies,Binders,West,Corporate,5,0.7
12/26/2014,27.552,9.2988,Office Supplies,Fasteners,West,Corporate,3,0.2
10/28/2016,32.4,15.552,Office Supplies,Paper,East,Corporate,5,0
10/28/2016,1082.48,10.8248,Office Supplies,Storage,East,Corporate,8,0
10/28/2016,56.91,27.3168,Office Supplies,Paper,East,Corporate,3,0
10/28/2016,77.6,38.024,Furniture,Furnishings,East,Corporate,4,0
10/28/2016,14.28,6.5688,Office Supplies,Binders,East,Corporate,1,0
11/19/2017,219.075,-131.445,Furniture,Tables,Central,Consumer,3,0.5
5/4/2015,26.8,12.864,Furniture,Furnishings,East,Corporate,2,0
12/30/2014,9.84,2.8536,Office Supplies,Art,Central,Corporate,3,0
6/1/2014,45.48,20.9208,Office Supplies,Binders,East,Home Office,3,0
6/1/2014,289.2,83.868,Office Supplies,Art,East,Home Office,6,0
4/15/2017,4.89,2.0049,Office Supplies,Art,South,Consumer,1,0
9/12/2016,15.136,3.5948,Furniture,Furnishings,West,Corporate,4,0.2
9/12/2016,466.768,52.5114,Furniture,Chairs,West,Corporate,2,0.2
9/12/2016,15.232,1.7136,Furniture,Furnishings,West,Corporate,1,0.2
9/12/2016,6.264,2.0358,Office Supplies,Labels,West,Corporate,3,0.2
9/27/2014,87.54,37.6422,Furniture,Furnishings,East,Corporate,3,0
8/9/2014,178.384,22.298,Technology,Phones,South,Corporate,2,0.2
8/9/2014,15.552,5.4432,Office Supplies,Paper,South,Corporate,3,0.2
12/28/2014,99.136,8.6744,Office Supplies,Art,East,Corporate,4,0.2
11/4/2014,135.882,24.1568,Furniture,Chairs,East,Home Office,1,0.1
11/4/2014,3991.98,1995.99,Technology,Machines,East,Home Office,2,0
11/4/2014,275.94,80.0226,Technology,Phones,East,Home Office,6,0
11/4/2014,360,129.6,Technology,Accessories,East,Home Office,4,0
11/4/2014,43.57,13.071,Office Supplies,Storage,East,Home Office,1,0
9/19/2014,7.16,3.58,Office Supplies,Fasteners,West,Corporate,2,0
4/23/2016,251.52,81.744,Office Supplies,Binders,West,Corporate,6,0.2
4/23/2016,99.99,34.9965,Technology,Accessories,West,Corporate,1,0
11/3/2017,15.992,0.9995,Furniture,Furnishings,South,Corporate,1,0.2
8/30/2016,290.898,-67.8762,Technology,Phones,East,Consumer,3,0.4
8/30/2016,54.224,3.389,Office Supplies,Storage,East,Consumer,2,0.2
8/30/2016,786.744,-258.5016,Furniture,Chairs,East,Consumer,4,0.3
8/30/2016,100.24,33.831,Office Supplies,Labels,East,Consumer,10,0.2
8/30/2016,37.764,-27.6936,Office Supplies,Binders,East,Consumer,6,0.7
4/25/2016,82.8,-20.7,Technology,Phones,East,Consumer,2,0.4
4/25/2016,20.724,-13.816,Office Supplies,Binders,East,Consumer,2,0.7
4/25/2016,4.896,-3.4272,Office Supplies,Binders,East,Consumer,3,0.7
9/1/2015,4.752,1.6038,Office Supplies,Binders,West,Consumer,1,0.2
9/1/2015,959.984,335.9944,Technology,Copiers,West,Consumer,2,0.2
9/1/2015,14.368,4.49,Office Supplies,Binders,West,Consumer,4,0.2
7/12/2014,7.712,2.7956,Office Supplies,Binders,West,Corporate,2,0.2
7/12/2014,698.352,-17.4588,Furniture,Tables,West,Corporate,3,0.2
6/22/2015,4.96,2.3312,Office Supplies,Fasteners,West,Consumer,4,0
4/13/2014,17.856,1.116,Office Supplies,Art,East,Corporate,4,0.2
4/13/2014,509.97,-407.976,Office Supplies,Binders,East,Corporate,10,0.7
4/13/2014,30.992,10.0724,Office Supplies,Fasteners,East,Corporate,13,0.2
4/13/2014,71.928,8.3916,Technology,Phones,East,Corporate,12,0.4
12/20/2015,88.8,-2.22,Office Supplies,Storage,Central,Consumer,4,0.2
6/15/2017,47.976,4.7976,Technology,Phones,West,Consumer,3,0.2
7/8/2017,7.56,3.0996,Office Supplies,Art,East,Consumer,3,0
7/8/2017,24.56,11.5432,Office Supplies,Paper,East,Consumer,2,0
7/8/2017,12.96,4.1472,Office Supplies,Art,East,Consumer,2,0
9/1/2016,6.79,2.3086,Technology,Accessories,East,Home Office,1,0
9/1/2016,24.56,11.5432,Office Supplies,Paper,East,Home Office,2,0
9/1/2016,3.048,1.0668,Office Supplies,Binders,East,Home Office,1,0.2
9/1/2016,49.12,23.0864,Office Supplies,Paper,East,Home Office,4,0
9/1/2016,4355.168,1415.4296,Office Supplies,Binders,East,Home Office,4,0.2
4/8/2016,388.704,-4.8588,Furniture,Bookcases,East,Consumer,6,0.2
4/8/2016,8.26,3.7996,Office Supplies,Envelopes,East,Consumer,2,0
4/8/2016,17.04,6.9864,Office Supplies,Art,East,Consumer,4,0
4/8/2016,34.4,15.824,Office Supplies,Paper,East,Consumer,5,0
4/23/2016,36.24,11.325,Office Supplies,Paper,South,Corporate,5,0.2
